   0.18597,  -0.28306,   0.84522,   0.71530,  -0.37714,  -0.15708,  -0.75393,  -0.68712,   0.63675,   0.69536,   0.63055,  -0.58755,   0.10399,  -0.44371,   0.27610,   0.67757
   0.82119,   0.28612,   0.79233,   0.20849,  -0.87314,   0.82151,   0.14017,   0.45059,  -0.07228,   0.78225,   0.80092,  -0.02527,   0.93750,   0.01564,   0.87620,  -0.09769
   0.50115,  -0.06889,   0.27930,   0.19920,  -0.78026,   0.43536,  -0.35356,   0.28308,  -0.24201,   0.17735,   0.38939,   0.06272,   0.56374,   0.02462,   0.70176,   0.56693
   0.62670,  -0.17256,   0.45895,   0.27031,  -0.64381,   0.53068,  -0.59002,   0.63195,  -0.86683,   0.14128,   0.81584,  -0.32956,   0.84481,  -0.39684,   0.31884,   0.45711
  -0.31746,  -0.55772,   0.29899,   0.29486,   0.21455,  -0.12643,  -0.54336,   0.25691,  -0.83160,  -0.09738,   0.26962,  -0.30559,   0.69903,  -0.62066,  -0.41858,  -0.16542
  -0.02386,   0.07911,   0.16454,  -0.41095,  -0.67968,   0.19660,  -0.59768,  -0.49188,  -0.36444,   0.55983,   0.66988,  -0.34677,   0.71237,  -0.18790,   0.12605,   0.60066
   0.72075,  -0.07739,   0.49124,   0.17747,  -0.16970,   0.75072,   0.49005,  -0.08880,  -0.52595,   0.68014,   0.27148,  -0.48242,   0.78238,  -0.42861,   0.86065,   0.86670
   0.65290,   0.73299,   0.22433,   0.59887,  -0.05989,   0.82712,  -0.12935,  -0.31052,  -0.42151,   0.62045,   0.40384,  -0.61231,   0.56879,  -0.87907,   0.74272,   0.56372
  -0.03126,  -0.31859,   0.91158,   0.19308,  -0.31389,   0.40930,  -0.57639,   0.08749,  -0.85513,   0.21914,   0.42311,  -0.20606,   0.65798,  -0.42418,   0.30838,   0.78595
  -0.05528,   0.10597,  -0.19010,  -0.14011,   0.38394,   0.25598,  -0.45986,   0.36450,  -0.62397,   0.08720,   0.44732,   0.18324,   0.64132,  -0.21065,  -0.43070,   0.18088
   0.60862,  -0.12661,   0.64826,   0.34561,  -0.51727,   0.20230,  -0.64825,   0.16386,   0.16563,   0.56236,   0.59191,  -0.08299,   0.21785,  -0.12342,   0.09991,   0.49069
   0.79498,   0.11206,   0.62212,  -0.12896,  -0.32274,   0.85685,   0.25211,  -0.48304,  -0.44876,   0.85007,   0.64249,   0.25770,   0.43019,  -0.24703,   0.68178,   0.70678
   0.81678,   0.29259,   0.20307,   0.10439,   0.01020,   0.48455,   0.37737,  -0.15165,  -0.60289,   0.54831,   0.39847,  -0.02317,   0.77425,   0.01685,   0.60173,   0.61112
   0.68626,   0.45444,   0.63055,   0.66601,   0.61652,   0.48023,  -0.37568,   0.21578,  -0.87670,  -0.18804,   0.56071,   0.68189,   0.56009,  -0.28373,   0.25935,   0.75942
   0.12595,  -0.20302,   0.54188,   0.15015,   0.29234,  -0.54946,  -0.51489,   0.65238,  -0.86439,   0.51919,   0.80884,   0.38322,   0.49178,  -0.25797,  -0.41818,  -0.07485
   0.27131,  -0.40166,   0.69404,   0.55693,   0.73273,   0.04696,  -0.41196,  -0.32575,  -0.55122,   0.92395,  -0.23839,   0.19480,   0.42163,  -0.40878,   0.46202,   0.34700
   0.63964,   0.00695,   0.53132,  -0.22917,   0.14373,   0.79746,  -0.45120,  -0.35335,  -0.72926,  -0.12651,   0.60873,   0.55886,   0.59088,  -0.12804,   0.48412,   0.53646
   0.54688,   0.24451,   0.10843,   0.59061,   0.16591,   0.76379,  -0.39465,  -0.22966,  -0.56435,   0.13303,   0.54174,   0.34434,   0.75633,  -0.27493,   0.84993,   0.32341
   0.01588,  -0.61312,   0.29616,  -0.11355,  -0.04648,  -0.43298,  -0.40319,  -0.34519,  -0.84623,  -0.22111,   0.50207,  -0.10980,   0.71769,  -0.24283,   0.48471,   0.56955
   0.66673,   0.01888,   0.72200,   0.09554,   0.85151,   0.59615,  -0.41701,  -0.38872,  -0.87496,   0.05852,   0.47016,  -0.38374,   0.00902,  -0.37639,   0.03874,  -0.01876
   0.06896,  -0.64638,   0.43305,  -0.45269,   0.25052,  -0.34031,   0.15139,   0.36659,   0.52073,   0.76830,   0.42067,   0.06179,   0.56251,  -0.00235,   0.76513,   0.06267
   0.53067,   0.26550,   0.31431,   0.04356,   0.67739,   0.42733,   0.44555,   0.13659,  -0.40325,   0.32585,   0.43699,   0.27298,   0.52456,  -0.38059,   0.86589,   0.56282
   0.48229,  -0.08093,   0.59720,   0.05730,   0.36169,   0.21937,   0.88768,  -0.44104,  -0.65815,  -0.01254,   0.77859,   0.23891,   0.68271,  -0.23757,   0.41821,   0.45732
   0.55981,  -0.65843,   0.89784,   0.78228,  -0.06001,   0.04950,  -0.44016,  -0.20968,  -0.77323,  -0.01525,   0.22584,  -0.02812,   0.10218,  -0.60170,  -0.54153,   0.59034
   0.20485,  -0.20471,   0.43478,   0.66714,   0.33022,  -0.30449,  -0.41527,  -0.43046,  -0.65085,   0.04815,   0.46424,   0.17691,   0.08565,  -0.46781,  -0.21144,   0.14491
  -0.38396,  -0.42417,  -0.13267,   0.62429,  -0.81356,  -0.59850,  -0.21669,   0.69805,  -0.88762,   0.51641,   0.19403,  -0.30378,   0.19294,  -0.00672,  -0.03562,  -0.30634
  -0.13404,   0.54512,   0.20759,   0.14658,  -0.89235,  -0.41476,   0.28090,   0.92760,   0.34030,   0.20634,   0.37621,   0.66911,  -0.34971,  -0.08057,   0.40489,  -0.05791
  -0.27360,   0.81387,  -0.41738,   0.17805,   0.10545,  -0.40922,   0.10037,   0.93750,  -0.67206,  -0.28015,   0.61467,   0.36456,  -0.38452,  -0.23796,  -0.50750,  -0.37281
   0.49417,   0.73255,   0.03161,  -0.17887,  -0.85590,  -0.37956,   0.21459,   0.82638,   0.00720,  -0.59308,   0.86911,  -0.02390,   0.42582,  -0.27688,  -0.71562,  -0.47410
   0.07578,   0.62385,   0.12245,   0.43827,  -0.77036,   0.02663,  -0.69790,   0.74501,   0.14799,  -0.72565,   0.63209,   0.80834,  -0.20056,  -0.40070,  -0.70605,  -0.74362
   0.64701,   0.31379,   0.22144,  -0.80046,   0.10946,  -0.44690,   0.67781,   0.93750,   0.21199,   0.20663,   0.88550,   0.02224,   0.44506,   0.78603,   0.24588,   0.80432
  -0.13812,   0.93561,  -0.05103,   0.09158,  -0.93733,  -0.58785,   0.93750,   0.92338,   0.06249,  -0.46599,   0.32503,  -0.54729,   0.26077,   0.28427,   0.27627,  -0.37429
  -0.34172,   0.92429,  -0.45172,  -0.78535,  -0.86492,  -0.49706,   0.78968,   0.86785,  -0.44697,  -0.55104,   0.47386,  -0.13993,   0.74961,   0.93750,  -0.31356,  -0.08340
  -0.93750,   0.93750,   0.26399,   0.55776,  -0.50399,  -0.47517,   0.80491,   0.87453,  -0.08125,  -0.52919,   0.66454,  -0.58614,   0.54843,   0.23466,  -0.62605,  -0.55613
  -0.24031,   0.85716,  -0.57366,  -0.01242,  -0.06691,  -0.52184,   0.00375,   0.80594,   0.92099,  -0.05707,   0.60389,  -0.21806,   0.08255,   0.27856,  -0.66167,  -0.57321
  -0.37271,   0.83149,   0.38953,  -0.60729,  -0.87389,  -0.68600,   0.68812,   0.80018,   0.46233,  -0.33387,   0.66764,  -0.77627,   0.89731,   0.69558,   0.40135,   0.80857
  -0.48880,   0.85327,  -0.73936,  -0.85534,  -0.93750,  -0.45784,   0.86574,   0.83845,   0.17675,  -0.72588,   0.62031,  -0.78362,  -0.23500,   0.87336,   0.59453,   0.26059
  -0.72562,   0.89965,  -0.63988,  -0.62313,  -0.60819,  -0.28451,   0.74936,   0.93750,   0.33364,  -0.33337,   0.66090,  -0.67363,   0.70547,   0.36420,  -0.39525,   0.17512
  -0.89078,   0.93750,  -0.18079,  -0.92652,  -0.93750,  -0.40826,   0.29963,   0.77154,   0.58116,  -0.44539,   0.86921,  -0.83832,   0.93750,  -0.01080,  -0.75362,  -0.64334
  -0.20990,   0.80784,  -0.08054,  -0.27362,   0.01992,  -0.46542,   0.67079,   0.76381,   0.08121,  -0.66750,   0.55135,  -0.58003,   0.37338,   0.07097,  -0.72427,  -0.92715
   0.22046,   0.87851,  -0.26659,  -0.75215,   0.45848,  -0.49985,   0.59053,   0.61985,  -0.53608,   0.46055,   0.47741,  -0.43391,   0.79041,   0.31139,   0.37014,   0.37091
  -0.34239,   0.72040,  -0.18554,  -0.21645,  -0.80202,  -0.23302,   0.91138,   0.87652,   0.76433,  -0.20991,   0.44265,  -0.16098,   0.40895,   0.35907,   0.35754,   0.13936
  -0.71053,   0.37931,  -0.33718,  -0.79606,  -0.82274,  -0.26250,   0.51624,   0.48955,   0.71984,   0.08739,   0.60385,  -0.82475,   0.53269,   0.75309,  -0.16214,  -0.04415
  -0.76984,   0.87235,  -0.34922,  -0.92979,  -0.90206,  -0.39332,   0.66679,   0.88609,   0.79045,  -0.25793,   0.31834,  -0.51745,   0.66379,   0.39454,  -0.51976,  -0.77756
   0.27929,   0.41264,  -0.11097,  -0.85643,   0.11024,   0.92321,   0.31135,   0.83341,   0.21947,  -0.43197,   0.74437,  -0.55835,   0.49105,   0.62208,  -0.70625,  -0.70139
  -0.43217,   0.87107,   0.52340,  -0.76583,  -0.74480,   0.14190,   0.77814,   0.91557,   0.70268,   0.48087,   0.18069,   0.18373,   0.93750,   0.75864,   0.44502,  -0.18432
  -0.04722,   0.80127,   0.26453,  -0.76556,   0.12475,  -0.23464,   0.89782,   0.73562,   0.83286,   0.75661,   0.93750,   0.70081,   0.54261,   0.42136,   0.10170,   0.69254
  -0.15220,   0.66829,  -0.18850,  -0.93355,  -0.79106,  -0.10958,   0.88189,   0.86100,   0.46462,  -0.05617,   0.32175,   0.44334,   0.51255,   0.78968,  -0.32297,  -0.34461
  -0.07567,   0.61506,   0.02125,  -0.87558,  -0.93750,  -0.45120,   0.88102,   0.74113,   0.49537,  -0.57289,   0.55806,   0.22124,   0.74316,   0.87223,  -0.58026,  -0.83043
  -0.07598,   0.92060,  -0.32687,  -0.89556,  -0.89080,  -0.16743,   0.65268,   0.47735,   0.48816,   0.48240,   0.67002,   0.41803,   0.71268,   0.58258,  -0.49913,  -0.54813
  -0.55987,   0.55497,  -0.51516,   0.71720,  -0.80963,   0.55896,   0.09892,  -0.40647,  -0.05379,   0.93750,  -0.73661,   0.62188,  -0.78836,  -0.19024,  -0.12191,  -0.38699
  -0.68178,   0.87216,   0.19303,   0.20132,  -0.78130,   0.68942,   0.22309,   0.88470,  -0.31760,   0.65054,   0.07706,   0.77724,   0.60273,  -0.10341,   0.34240,  -0.50515
  -0.21092,   0.73393,  -0.52851,   0.18276,  -0.50074,   0.57471,   0.49826,   0.62824,   0.24075,   0.41426,  -0.55640,   0.87234,  -0.47785,   0.08409,   0.67069,   0.36184
  -0.30779,   0.77397,   0.22653,   0.11390,  -0.83763,   0.10770,   0.86461,   0.27421,   0.28935,  -0.39400,  -0.35181,   0.59832,  -0.26492,  -0.62175,   0.14088,   0.52800
  -0.48661,   0.68605,   0.36597,   0.84379,  -0.78421,   0.43554,  -0.09222,   0.32211,  -0.49067,  -0.39178,   0.02447,   0.75311,  -0.02067,   0.81757,  -0.30806,   0.78753
  -0.40019,   0.82820,  -0.47561,  -0.36455,  -0.90983,   0.46620,   0.74402,   0.50842,   0.48243,   0.58776,  -0.21061,   0.70994,  -0.77767,   0.64755,   0.86021,   0.60373
  -0.60904,   0.87697,  -0.60680,  -0.85492,  -0.86214,   0.63099,   0.29858,   0.60430,   0.30392,   0.31957,  -0.23374,   0.67108,  -0.01508,  -0.33443,  -0.29456,  -0.37297
  -0.67942,   0.72736,  -0.42607,   0.72941,  -0.42525,   0.66234,   0.63388,   0.90373,  -0.22341,   0.12088,  -0.39414,   0.74084,   0.37025,   0.38869,  -0.17777,   0.43172
   0.09918,   0.93750,  -0.27752,  -0.03556,  -0.72897,  -0.41108,   0.43432,   0.44144,   0.28479,  -0.63555,  -0.52868,   0.86310,  -0.30270,   0.18480,  -0.39907,  -0.09694
  -0.82995,   0.58261,   0.30407,  -0.73575,  -0.64700,   0.27918,  -0.04039,   0.77607,   0.59809,  -0.48857,  -0.13645,   0.79108,   0.38247,   0.39597,  -0.09131,   0.34020
  -0.07176,   0.23074,  -0.59716,   0.09123,  -0.61417,  -0.22564,   0.29399,   0.38563,   0.47387,   0.52104,  -0.50764,   0.04820,  -0.18371,   0.54101,   0.80108,   0.33560
   0.56966,   0.10406,  -0.51133,  -0.66392,  -0.32776,   0.07124,   0.81485,   0.74903,   0.23792,   0.63901,   0.61406,   0.11118,  -0.55375,   0.61687,   0.04043,   0.39379
  -0.59681,   0.79858,  -0.20281,  -0.66421,  -0.86163,  -0.13212,   0.71877,   0.58252,   0.79362,  -0.31698,  -0.11642,  -0.02269,   0.43885,   0.67960,   0.14992,   0.02300
  -0.80428,   0.44234,   0.61208,  -0.35776,  -0.46845,  -0.38216,   0.58454,   0.75509,   0.48882,  -0.59148,   0.29431,   0.43831,   0.07261,   0.78007,  -0.14789,   0.45284
   0.37920,   0.70416,   0.02783,  -0.41765,  -0.78274,  -0.37969,   0.41241,   0.74454,   0.48759,  -0.81914,   0.38479,   0.89453,  -0.80324,   0.38906,  -0.52901,  -0.60211
   0.84564,  -0.00233,   0.08180,   0.12185,   0.01767,  -0.41314,   0.66411,   0.81121,   0.61645,   0.08070,  -0.30410,  -0.28943,  -0.44305,   0.75108,   0.78918,   0.70834
  -0.76369,   0.08897,  -0.04555,   0.52326,   0.17838,   0.00643,   0.78944,   0.64043,   0.16979,   0.11100,  -0.50003,  -0.46267,   0.16910,   0.45241,   0.44830,   0.30509
  -0.75536,   0.81220,  -0.34717,   0.29435,  -0.34478,  -0.28926,   0.79725,   0.84828,   0.88066,  -0.79159,   0.27636,   0.09664,  -0.70928,   0.54223,  -0.37058,  -0.16488
  -0.56618,   0.80539,  -0.34238,  -0.23239,  -0.63712,  -0.41659,   0.44396,   0.73898,   0.38828,  -0.60621,  -0.43338,  -0.25217,  -0.26217,   0.84709,  -0.52227,  -0.48810
  -0.53141,  -0.03135,  -0.01614,   0.71394,  -0.73959,  -0.49294,   0.37048,   0.88250,  -0.50187,  -0.42997,  -0.05171,  -0.23849,   0.11367,   0.84183,  -0.65894,  -0.46457
  -0.37154,  -0.44584,  -0.66045,   0.84384,   0.83077,  -0.21006,   0.70931,   0.82336,  -0.39556,   0.24232,   0.10835,  -0.61961,  -0.62656,   0.87713,  -0.02900,   0.44877
  -0.35524,   0.52659,  -0.54728,  -0.00488,   0.51566,   0.55094,   0.86763,   0.83825,   0.46640,   0.19860,  -0.59353,   0.25183,  -0.60825,   0.85430,   0.48517,   0.74265
  -0.47366,   0.70914,  -0.49869,  -0.14477,  -0.72957,  -0.74338,   0.39368,   0.93750,   0.56107,  -0.55998,   0.20008,  -0.17205,  -0.40567,   0.69043,   0.53835,  -0.01988
  -0.91335,  -0.00239,   0.16291,  -0.08128,  -0.68226,  -0.38177,   0.66064,   0.68971,   0.60768,  -0.09703,  -0.28263,  -0.02742,  -0.02605,   0.08419,  -0.39711,  -0.67060
  -0.66878,   0.60146,   0.07790,   0.73770,  -0.52776,  -0.24012,   0.56594,   0.20272,   0.77774,  -0.52214,  -0.18815,   0.76149,  -0.70853,   0.22984,  -0.10171,  -0.78064
